0.133333, 0.0259117
0.2, 0.031981
0.266667, 0.058652
0.333333, 0.0586466
0.4, 0.0399796
0.466667, 0.0682882
0.533333, 0.0814184
0.6, 0.0530665
0.666667, 0.0859824
0.733333, 0.0902195
0.8, 0.0583467
0.866667, 0.0983803
0.933333, 0.100791
1, 0.0623568
1.06667, 0.105403
1.13333, 0.101574
1.2, 0.0654698
1.26667, 0.0850096
1.33333, 0.0830235
1.4, 0.0675072
1.46667, 0.0831072
1.53333, 0.0819075
1.6, 0.0682612
1.66667, 0.0752464
1.73333, 0.10817
1.8, 0.0699663
1.86667, 0.0970265
1.93333, 0.0895142
2, 0.0838504
2.06667, 0.0652455
2.13333, 0.0504507
2.2, 0.0801726
2.26667, 0.0438249
2.33333, 0.0440708
2.4, 0.0789593
2.46667, 0.0354155
2.53333, 0.0326484
2.6, 0.0507588
2.66667, 0.0323782
2.73333, 0.0317648
2.8, 0.0326052
2.86667, 0.0312919
2.93333, 0.0316432
3, 0.0327079
3.06667, 0.0385474
3.13333, 0.033224
3.2, 0.032897
3.26667, 0.0353533
3.33333, 0.0346751
3.4, 0.00354533
3.46667, 0.0445842
3.53333, 0.0436357
3.6, 0.0437708
3.66667, 0.0406038
3.73333, 0.0374638
3.8, 0.00125924
3.86667, 0.0286464
3.93333, 0.0249795
4, 0.00142138
4.06667, 0.0254983
4.13333, 0.000694474
4.2, 0.00118628
4.26667, 0.00112143
4.33333, 0.0201262
4.4, 0.0117926
4.46667, 0.00589898
4.53333, 0.0053207
4.6, 0.00204559
4.66667, 0
4.73333, 6.48536e-05
4.8, 0
4.86667, 0.000456678
4.93333, 0.000378313
5, 0.000983614
5.06667, 0
5.13333, 0.00115926
5.2, 0.00602058
5.26667, 0.0104225
5.33333, 0.0135382
5.4, 0.0502373
5.46667, 0.024866
5.53333, 0.0138273
5.6, 0.0177375
5.66667, 0.0222286
5.73333, 0.0547122
5.8, 0.0364991
5.86667, 0.0695285
5.93333, 0.0800159
6, 0.0624568
6.06667, 0.0879388
6.13333, 0.094989
6.2, 0.0801375
6.26667, 0.110886
6.33333, 0.121325
6.4, 0.100329
6.46667, 0.115761
6.53333, 0.111716
6.6, 0.00683936
6.66667, 0.0956591
6.73333, 0.0916247
6.8, 0.0610543
6.86667, 0.0676478
6.93333, 0.0815967
7, 0.0706445
7.06667, 0.0812103
7.13333, 0.0777055
7.2, 0.0563984
7.26667, 0.0567496
7.33333, 0.0457272
7.4, 0.0463082
7.46667, 0.0532854
7.53333, 0.0909708
7.6, 0.0871849
