0.133333, 0.503704
0.2, 0.57931
0.266667, 0.6
0.333333, 0.533333
0.4, 0.593548
0.466667, 0.6
0.533333, 0.564706
0.6, 0.617143
0.666667, 0.555556
0.733333, 0.631579
0.8, 0.631579
0.866667, 0.632558
0.933333, 0.66
1, 0.635294
1.06667, 0.636364
1.13333, 0.62439
1.2, 0.581818
1.26667, 0.589474
1.33333, 0.780952
1.4, 0.451282
1.46667, 0.44878
1.53333, 0.62
1.6, 0.586667
1.66667, 0.533333
1.73333, 0.688372
1.8, 0.418182
1.86667, 0.53913
1.93333, 0.64
2, 0.583333
2.06667, 0.633333
2.13333, 0.56
2.2, 0.568889
2.26667, 0.515556
2.33333, 0.612766
2.4, 0.587755
2.46667, 0.611765
2.53333, 0.611765
2.6, 0.517647
2.66667, 0.596078
2.73333, 0.611765
2.8, 0.627451
2.86667, 0.705882
2.93333, 0.596078
3, 0.752941
3.06667, 0.611765
3.13333, 0.580392
3.2, 0.67451
3.26667, 0.470588
3.33333, 0.580392
3.4, 0.48
3.46667, 0.657778
3.53333, 0.721311
3.6, 0.721311
3.66667, 0.577049
3.73333, 0.655738
3.8, 0.655738
3.86667, 0.616393
3.93333, 0.537705
4, 0.655738
4.06667, 0.616393
4.13333, 0.593103
4.2, 0.533333
4.26667, 0.701754
4.33333, 0.645614
4.4, 0.645614
4.46667, 0.519298
4.53333, 0.645614
4.6, 0.547368
4.66667, 0.771429
4.73333, 0.651852
4.8, 0.548148
4.86667, 0.459259
4.93333, 0.548148
5, 0.503704
5.06667, 0.577778
5.13333, 0.651852
5.2, 0.459259
5.26667, 0.711111
5.33333, 0.755556
5.4, 0.77037
5.46667, 0.656
5.53333, 0.64
5.6, 0.577778
5.66667, 0.696296
5.73333, 0.69434
5.8, 0.676923
5.86667, 0.658824
5.93333, 0.517647
6, 0.592
6.06667, 0.606061
6.13333, 0.603077
6.2, 0.48
6.26667, 0.5625
6.33333, 0.8
6.4, 0.761905
6.46667, 0.72381
6.53333, 0.563934
6.6, 0.642623
6.66667, 0.432787
6.73333, 0.583051
6.8, 0.427586
6.86667, 0.62069
6.93333, 0.505263
7, 0.463158
7.06667, 0.519298
7.13333, 0.552727
7.2, 0.450909
7.26667, 0.363636
7.33333, 0.334545
7.4, 0.48
7.46667, 0.421818
7.53333, 0.421818
7.6, 0.392727
7.66667, 0.261818
7.73333, 0.276364
7.8, 0.276364
7.86667, 0.218182
7.93333, 0.290909
8, 0.8
8.06667, 0.349091
8.13333, 0.450909
8.2, 0.518519
8.26667, 0.422642
8.33333, 0.392453
8.4, 0.377358
8.46667, 0.241509
8.53333, 0.25098
8.6, 0.329412
8.66667, 0.359184
8.73333, 0.611111
8.8, 0.666667
8.86667, 0.566667
8.93333, 0.566667
9, 0.622222
9.06667, 0.555556
9.13333, 0.522222
9.2, 0.511111
9.26667, 0.5
9.33333, 0.466667
9.4, 0.450704
9.46667, 0.457143
9.53333, 0.468571
9.6, 0.56
9.66667, 0.777143
9.73333, 0.614493
9.8, 0.602899
9.86667, 0.463768
9.93333, 0.556522
10, 0.533333
10.0667, 0.705882
10.1333, 0.517647
