Time, Queue-Density
52.5333, 0.643491, 0.00316162
52.6, 0.643837, 0.00220502
52.6667, 0.644145, 0.00378583
52.7333, 0.644191, 0.0039858
52.8, 0.644972, 0.00284275
52.8667, 0.642802, 0.00419117
52.9333, 0.640781, 0.00405335
53, 0.633042, 0.00516938
53.0667, 0.631856, 0.00404795
53.1333, 0.632223, 0.00418846
53.2, 0.632437, 0.00264549
53.2667, 0.632383, 0.00487753
53.3333, 0.63165, 0.00463163
53.4, 0.630667, 0.00285626
53.4667, 0.629686, 0.00502616
53.5333, 0.627151, 0.00516938
53.6, 0.626608, 0.00304542
53.6667, 0.626454, 0.00535853
53.7333, 0.626662, 0.00595032
53.8, 0.626773, 0.00285626
53.8667, 0.625865, 0.00535853
53.9333, 0.624984, 0.00532611
54, 0.625214, 0.00311298
54.0667, 0.625184, 0.00535583
54.1333, 0.628497, 0.00523153
54.2, 0.63272, 0.003267
54.2667, 0.646572, 0.00515046
54.3333, 0.649844, 0.00481268
54.4, 0.650809, 0.00260225
54.4667, 0.657475, 0.00463974
54.5333, 0.66321, 0.00419657
54.6, 0.664101, 0.00246174
54.6667, 0.673875, 0.00734468
54.7333, 0.673543, 0.0038723
54.8, 0.673792, 0.00143489
54.8667, 0.681677, 0.00283464
54.9333, 0.685746, 0.00312649
55, 0.688713, 0.00166458
55.0667, 0.694407, 0.00407497
55.1333, 0.695669, 0.00490185
55.2, 0.696085, 0.00261036
55.2667, 0.698201, 0.00536394
55.3333, 0.69856, 0.00582872
55.4, 0.699171, 0.00373719
55.4667, 0.699414, 0.00502616
55.5333, 0.700641, 0.00355074
55.6, 0.700936, 0.00164566
55.6667, 0.70049, 0.00185373
55.7333, 0.700028, 0.00147002
55.8, 0.700025, 0.000494509
55.8667, 0.700255, 0.00135922
55.9333, 0.700584, 0.00131058
56, 0.700649, 0.00071339
56.0667, 0.700484, 0.00121871
56.1333, 0.700338, 0.00114845
56.2, 0.700379, 0.000332375
56.2667, 0.700268, 0.000667452
56.3333, 0.700622, 0.00295895
56.4, 0.700436, 8.10671e-05
56.4667, 0.701192, 0.000813373
56.5333, 0.701344, 0.000670154
56.6, 0.700981, 0.000281032
56.6667, 0.701006, 0.00082148
56.7333, 0.700611, 0.000729604
56.8, 0.700757, 0.000110792
56.8667, 0.701006, 0.000294544
56.9333, 0.701308, 0.000491807
57, 0.701462, 0.000194561
57.0667, 0.701457, 0.00068907
57.1333, 0.701514, 0.00135922
57.2, 0.701508, 0.000443167
57.2667, 0.701595, 0.00162134
57.3333, 0.701873, 0.0013268
57.4, 0.702119, 0.000370206
57.4667, 0.702219, 0.000721497
57.5333, 0.701557, 0.000497211
57.6, 0.70177, 5.40447e-05
57.6667, 0.702487, 0.000902547
57.7333, 0.701957, 0.00141057
57.8, 0.702187, 0.000559363
57.8667, 0.702076, 0.00138625
57.9333, 0.701933, 0.00104847
58, 0.70063, 0.00206721
58.0667, 0.700903, 0.000370206
58.1333, 0.701506, 0.000502616
58.2, 0.701592, 5.67469e-05
58.2667, 0.701308, 0.000329673
58.3333, 0.701671, 0.000610705
58.4, 0.7015, 0.000291841
58.4667, 0.701473, 0.000848502
58.5333, 0.701581, 0.000780946
58.6, 0.701173, 0.000116196
58.6667, 0.700392, 0.00666101
58.7333, 0.700603, 0.000875524
58.8, 0.700679, 0.000335077
58.8667, 0.700584, 0.000618812
58.9333, 0.700879, 0.000626919
59, 0.700876, 0.000256712
59.0667, 0.700763, 0.000572874
59.1333, 0.701041, 0.00105387
59.2, 0.701525, 0.000564767
59.2667, 0.701679, 0.0013322
59.3333, 0.701254, 0.00115926
59.4, 0.701033, 0.000548554
59.4667, 0.700906, 0.00110521
59.5333, 0.700938, 0.00152947
59.6, 0.701035, 0.00061611
59.6667, 0.701235, 0.0012133
59.7333, 0.701238, 0.00123492
59.8, 0.701306, 0.000670154
59.8667, 0.701662, 0.00135382
59.9333, 0.701565, 0.00137544
60, 0.701641, 0.000543149
60.0667, 0.701592, 0.00094308
60.1333, 0.701898, 0.000883631
60.2, 0.701873, 0.00013241
60.2667, 0.701868, 0.000248606
60.3333, 0.701068, 0.00161864
60.4, 0.700598, 1.89156e-05
60.4667, 0.701654, 0.000289139
60.5333, 0.701465, 0.000707986
60.6, 0.701454, 0.000383717
60.6667, 0.701635, 0.000799862
60.7333, 0.702046, 0.000940378
60.8, 0.702197, 0.000405335
60.8667, 0.702681, 0.00148623
60.9333, 0.702611, 0.00182401
61, 0.702746, 0.00146731
61.0667, 0.7032, 0.00211585
61.1333, 0.70266, 0.00212666
61.2, 0.702576, 0.00132139
61.2667, 0.702349, 0.00177537
61.3333, 0.702179, 0.00152136
61.4, 0.702406, 0.00149974
61.4667, 0.702946, 0.0026644
61.5333, 0.704294, 0.00332645
61.6, 0.704751, 0.00272115
61.6667, 0.705835, 0.0039939
61.7333, 0.706621, 0.00445058
61.8, 0.706543, 0.00324809
61.8667, 0.706221, 0.00463433
61.9333, 0.70584, 0.00493428
62, 0.704024, 0.00487753
62.0667, 0.703876, 0.00490185
62.1333, 0.703878, 0.00418306
62.2, 0.703827, 0.00289139
62.2667, 0.703946, 0.00315081
62.3333, 0.703948, 0.00240499
62.4, 0.7036, 0.00118358
62.4667, 0.703954, 0.00159702
62.5333, 0.703854, 0.00158621
62.6, 0.70394, 0.000848502
62.6667, 0.704081, 0.00199965
62.7333, 0.704024, 0.00230501
62.8, 0.703551, 0.00134301
62.8667, 0.703673, 0.00261576
62.9333, 0.703543, 0.00214828
63, 0.703308, 0.00111332
63.0667, 0.703111, 0.00175916
63.1333, 0.70317, 0.00142678
63.2, 0.703159, 0.000337779
63.2667, 0.70317, 0.00104306
63.3333, 0.702824, 0.00078635
63.4, 0.702846, 0.000256712
63.4667, 0.703054, 0.000513425
63.5333, 0.703165, 0.000297246
63.6, 0.703181, 6.21514e-05
63.6667, 0.69966, 0.00209693
63.7333, 0.699909, 0.000172943
63.8, 0.700819, 2.16179e-05
63.8667, 0.700419, 0.000505318
63.9333, 0.700014, 0.000699879
64, 0.700092, 0.000399931
64.0667, 0.700249, 0.00071339
64.1333, 0.70026, 0.000656643
64.2, 0.700079, 0.000140516
64.2667, 0.700149, 0.000321566
64.3333, 0.700041, 0.000402633
64.4, 0.700125, 0.000116196
64.4667, 0.699833, 0.000199965
64.5333, 0.700536, 0.000464784
64.6, 0.700703, 5.94492e-05
64.6667, 0.700863, 0.000699879
64.7333, 0.700625, 0.00103225
64.8, 0.700211, 0.000648536
64.8667, 0.699919, 0.00101064
64.9333, 0.69986, 0.00134301
65, 0.699568, 0.000913355
65.0667, 0.699363, 0.00196723
65.1333, 0.69952, 0.00150244
65.2, 0.699093, 0.000732306
65.2667, 0.698936, 0.00186184
65.3333, 0.695334, 0.00394256
65.4, 0.696058, 0.00130518
65.4667, 0.696958, 0.0029022
65.5333, 0.697169, 0.00300218
65.6, 0.697514, 0.00135382
65.6667, 0.697631, 0.00210504
65.7333, 0.697644, 0.0014484
65.8, 0.698033, 0.0004837
65.8667, 0.698185, 0.00118358
65.9333, 0.698517, 0.000794457
66, 0.698574, 0.000210774
66.0667, 0.69926, 0.000551256
66.1333, 0.69923, 0.000516127
66.2, 0.699436, 0.000186454
66.2667, 0.699528, 0.000580981
66.3333, 0.699544, 0.000794457
66.4, 0.699517, 0.000318864
66.4667, 0.699844, 0.000643132
66.5333, 0.699982, 0.000678261
66.6, 0.700411, 0.000467487
66.6667, 0.700671, 0.00100793
66.7333, 0.700611, 0.000767435
66.8, 0.700814, 0.000356695
66.8667, 0.701049, 0.000632323
66.9333, 0.700881, 0.000729604
67, 0.698158, 0.00244823
67.0667, 0.697804, 0.000540447
67.1333, 0.698052, 0.0004837
67.2, 0.698171, 0.00018105
67.2667, 0.698474, 0.000453976
67.3333, 0.698117, 0.000397229
67.4, 0.694734, 0.00781757
67.4667, 0.695366, 0.00164026
67.5333, 0.69589, 0.00101064
67.6, 0.696166, 0.00159702
67.6667, 0.69638, 0.00115926
67.7333, 0.69649, 0.000518829
67.8, 0.69625, 0.00182671
67.8667, 0.69638, 0.00268062
67.9333, 0.696682, 0.00125924
68, 0.696444, 0.00270494
68.0667, 0.696755, 0.00196182
68.1333, 0.696536, 0.000856609
68.2, 0.696563, 0.00143759
68.2667, 0.696931, 0.00162134
68.3333, 0.69669, 0.000775542
68.4, 0.696855, 0.00219422
68.4667, 0.696712, 0.00190508
68.5333, 0.696669, 0.000489105
68.6, 0.696663, 0.000886333
68.6667, 0.696598, 0.000597194
68.7333, 0.696798, 0.000464784
68.8, 0.696642, 0.00155649
68.8667, 0.696544, 0.00184833
68.9333, 0.696471, 0.000753924
69, 0.696642, 0.00184292
69.0667, 0.69558, 0.00262657
69.1333, 0.695645, 5.40447e-05
69.2, 0.696004, 0.000567469
69.2667, 0.696047, 0.000843097
69.3333, 0.69602, 0.000399931
69.4, 0.695909, 0.00185914
69.4667, 0.696298, 0.00202127
69.5333, 0.69645, 0.000978209
69.6, 0.696731, 0.00215098
69.6667, 0.697163, 0.00191318
69.7333, 0.69722, 0.000524234
69.8, 0.697798, 0.0016916
69.8667, 0.697955, 0.00175645
69.9333, 0.698022, 0.000910653
70, 0.698009, 0.00213747
70.0667, 0.698352, 0.00199155
70.1333, 0.69829, 0.00078635
70.2, 0.698366, 0.000997125
70.2667, 0.698706, 0.00071339
70.3333, 0.698676, 0.000364802
70.4, 0.698641, 0.00130248
70.4667, 0.69872, 0.00151866
70.5333, 0.698874, 0.000467487
70.6, 0.69919, 0.00143218
70.6667, 0.699911, 0.00185373
70.7333, 0.696763, 0.0033832
70.8, 0.697787, 0.00215638
70.8667, 0.699009, 0.00315351
70.9333, 0.69912, 0.00212936
71, 0.700152, 0.00353993
71.0667, 0.700641, 0.00347778
71.1333, 0.700809, 0.00210234
71.2, 0.701352, 0.00335618
71.2667, 0.701468, 0.00330754
71.3333, 0.701698, 0.00213747
71.4, 0.701762, 0.00356425
71.4667, 0.702251, 0.00356155
71.5333, 0.70203, 0.0020591
71.6, 0.702508, 0.00311568
71.6667, 0.702932, 0.00246444
71.7333, 0.702554, 0.00109711
71.8, 0.702954, 0.00202938
71.8667, 0.70353, 0.00175375
71.9333, 0.703708, 0.000745817
72, 0.703613, 0.00148082
72.0667, 0.703341, 0.000862013
72.1333, 0.70283, 0.000310757
72.2, 0.702568, 0.00142948
72.2667, 0.702157, 0.00129707
72.3333, 0.702341, 0.000702581
72.4, 0.699252, 0.00332105
72.4667, 0.700076, 0.00128897
72.5333, 0.700122, 0.000494509
72.6, 0.700065, 0.00141867
72.6667, 0.69956, 0.00201317
72.7333, 0.699936, 0.00167268
72.8, 0.69979, 0.00306163
72.8667, 0.699806, 0.00333186
72.9333, 0.699763, 0.00222124
73, 0.699957, 0.00342914
73.0667, 0.699865, 0.00371287
73.1333, 0.699814, 0.00268332
73.2, 0.700465, 0.00514235
73.2667, 0.701117, 0.00606922
73.3333, 0.701703, 0.00438843
73.4, 0.701995, 0.00630702
73.4667, 0.701962, 0.00638538
73.5333, 0.7024, 0.00426413
73.6, 0.702268, 0.00663939
73.6667, 0.703362, 0.00646104
73.7333, 0.7028, 0.00396688
73.8, 0.702954, 0.00586925
73.8667, 0.702949, 0.00548013
73.9333, 0.702927, 0.00361019
74, 0.702316, 0.0050775
74.0667, 0.69866, 0.00693123
74.1333, 0.698498, 0.00301029
74.2, 0.698125, 0.00395877
74.2667, 0.698233, 0.00360748
74.3333, 0.697196, 0.00230771
74.4, 0.69812, 0.00324809
74.4667, 0.698325, 0.00291301
74.5333, 0.698214, 0.00151325
74.6, 0.69769, 0.00305353
74.6667, 0.697839, 0.0029049
74.7333, 0.697498, 0.00146731
74.8, 0.698139, 0.00246174
74.8667, 0.697309, 0.00232662
74.9333, 0.697269, 0.00184022
75, 0.696874, 0.00356155
75.0667, 0.696782, 0.00405065
75.1333, 0.696347, 0.00234284
75.2, 0.695488, 0.00433168
75.2667, 0.695663, 0.00484781
75.3333, 0.695234, 0.00312649
75.4, 0.694807, 0.00521531
75.4667, 0.694704, 0.00546932
75.5333, 0.69522, 0.00355344
75.6, 0.694572, 0.0056855
75.6667, 0.694204, 0.00611786
75.7333, 0.692491, 0.00549905
75.8, 0.692175, 0.00484241
75.8667, 0.692777, 0.00537204
75.9333, 0.693221, 0.00321296
76, 0.692986, 0.00510182
76.0667, 0.693307, 0.00473432
76.1333, 0.693207, 0.00282924
76.2, 0.69334, 0.00420738
76.2667, 0.692445, 0.00433439
76.3333, 0.692961, 0.00288599
76.4, 0.693812, 0.00420738
76.4667, 0.693037, 0.0042317
76.5333, 0.693196, 0.00304001
76.6, 0.692583, 0.00393175
76.6667, 0.692169, 0.00422089
76.7333, 0.691764, 0.00324809
76.8, 0.692715, 0.00446409
76.8667, 0.692745, 0.00387771
76.9333, 0.692745, 0.00224286
77, 0.69288, 0.00348048
77.0667, 0.693456, 0.00348859
77.1333, 0.692737, 0.0025347
77.2, 0.693448, 0.0039912
77.2667, 0.691683, 0.00399931
77.3333, 0.691753, 0.00268332
77.4, 0.685395, 0.00633404
77.4667, 0.686246, 0.0039858
77.5333, 0.686533, 0.00273736
77.6, 0.686868, 0.00453976
77.6667, 0.689602, 0.00465595
77.7333, 0.689594, 0.00281032
77.8, 0.690791, 0.00467217
77.8667, 0.692329, 0.00458029
77.9333, 0.693177, 0.00268872
78, 0.694877, 0.00368855
78.0667, 0.694229, 0.003267
78.1333, 0.694793, 0.00220502
78.2, 0.694734, 0.0033805
78.2667, 0.695107, 0.00339671
78.3333, 0.695139, 0.00178077
78.4, 0.693966, 0.00318864
78.4667, 0.694202, 0.00295895
78.5333, 0.693058, 0.00191048
78.6, 0.693069, 0.00289409
78.6667, 0.693923, 0.00249687
78.7333, 0.693796, 0.00133761
78.8, 0.694285, 0.00242931
78.8667, 0.695874, 0.00274007
78.9333, 0.696463, 0.00159972
79, 0.695853, 0.00291571
79.0667, 0.696525, 0.00582872
79.1333, 0.696658, 0.0024185
79.2, 0.696955, 0.00403444
79.2667, 0.696598, 0.00393175
79.3333, 0.696566, 0.00274547
79.4, 0.69675, 0.00378043
79.4667, 0.696728, 0.00328862
79.5333, 0.696588, 0.00176456
79.6, 0.696969, 0.0032643
79.6667, 0.697623, 0.00283464
79.7333, 0.697339, 0.0016916
79.8, 0.697671, 0.00243742
79.8667, 0.697828, 0.0023023
79.9333, 0.697968, 0.00122141
80, 0.698063, 0.002178
80.0667, 0.698031, 0.00195912
80.1333, 0.697693, 0.00094308
80.2, 0.697668, 0.00185914
80.2667, 0.698252, 0.00207261
80.3333, 0.698144, 0.000994423
80.4, 0.697831, 0.00173213
80.4667, 0.69772, 0.00124573
80.5333, 0.697847, 0.000359397
80.6, 0.697863, 0.00149704
80.6667, 0.698222, 0.00114845
80.7333, 0.696566, 0.00240229
80.8, 0.696671, 0.00053234
80.8667, 0.697177, 0.000667452
80.9333, 0.697339, 0.000321566
81, 0.697263, 0.000675559
81.0667, 0.697685, 0.000629621
81.1333, 0.69769, 0.000202668
81.2, 0.698139, 0.000551256
81.2667, 0.698039, 0.000475593
81.3333, 0.698304, 0.00027833
81.4, 0.698266, 0.000805266
81.4667, 0.697971, 0.000994423
81.5333, 0.697663, 0.000416144
81.6, 0.69705, 0.00142138
81.6667, 0.696771, 0.00160783
81.7333, 0.696652, 0.000748519
81.8, 0.697206, 0.00235905
81.8667, 0.696174, 0.00291841
81.9333, 0.696398, 0.00142408
82, 0.696431, 0.00333186
82.0667, 0.696944, 0.0035075
82.1333, 0.696774, 0.00184292
82.2, 0.696758, 0.00433439
82.2667, 0.696734, 0.00511263
82.3333, 0.696269, 0.00305893
82.4, 0.69412, 0.00715011
82.4667, 0.694366, 0.00342914
82.5333, 0.694604, 0.00209693
82.6, 0.694296, 0.00457218
82.6667, 0.693842, 0.00479377
82.7333, 0.693577, 0.0031454
82.8, 0.693729, 0.0055585
82.8667, 0.693394, 0.0050775
82.9333, 0.69391, 0.0036291
83, 0.694496, 0.00587466
83.0667, 0.695301, 0.00576657
83.1333, 0.696153, 0.0029049
83.2, 0.696074, 0.00572874
83.2667, 0.695661, 0.00567199
83.3333, 0.695572, 0.00299948
83.4, 0.695226, 0.00532611
83.4667, 0.695188, 0.00512344
83.5333, 0.695745, 0.00215368
83.6, 0.696652, 0.00433168
83.6667, 0.69709, 0.00499914
83.7333, 0.697831, 0.0024185
83.8, 0.698512, 0.0049613
83.8667, 0.699506, 0.00534232
83.9333, 0.699471, 0.00271034
84, 0.700727, 0.00566118
84.0667, 0.700038, 0.00796079
84.1333, 0.700495, 0.00246714
84.2, 0.701403, 0.00462082
84.2667, 0.702114, 0.00464784
84.3333, 0.702127, 0.00248065
84.4, 0.702941, 0.00498833
84.4667, 0.703097, 0.00497211
84.5333, 0.703422, 0.00248876
84.6, 0.704502, 0.00517748
84.6667, 0.705075, 0.00524774
84.7333, 0.704481, 0.00305623
84.8, 0.706267, 0.00538015
84.8667, 0.706494, 0.00526666
84.9333, 0.707348, 0.00293733
85, 0.706861, 0.0056801
85.0667, 0.70791, 0.00620433
85.1333, 0.708196, 0.00384258
85.2, 0.708205, 0.00720686
85.2667, 0.708556, 0.0082202
85.3333, 0.708696, 0.00403984
85.4, 0.708721, 0.00738521
85.4667, 0.708694, 0.0070123
85.5333, 0.708713, 0.00364802
85.6, 0.708429, 0.00649347
85.6667, 0.708083, 0.00704203
85.7333, 0.707426, 0.00577738
85.8, 0.707086, 0.00728252
85.8667, 0.707391, 0.00715011
85.9333, 0.707661, 0.00335618
86, 0.707659, 0.00638538
86.0667, 0.708132, 0.00667993
86.1333, 0.708534, 0.00367774
86.2, 0.707661, 0.00666641
86.2667, 0.708426, 0.00643132
86.3333, 0.708623, 0.00369936
86.4, 0.708777, 0.00728793
86.4667, 0.709167, 0.00706905
86.5333, 0.709272, 0.00355344
86.6, 0.710023, 0.00698528
86.6667, 0.710553, 0.00672046
86.7333, 0.710982, 0.00375881
86.8, 0.711304, 0.00723659
86.8667, 0.71172, 0.00636917
86.9333, 0.711212, 0.00334807
87, 0.711258, 0.00594762
87.0667, 0.711653, 0.00511263
87.1333, 0.711323, 0.00287788
87.2, 0.711153, 0.00493969
87.2667, 0.711382, 0.00462893
87.3333, 0.711109, 0.00287788
87.4, 0.705813, 0.00712039
87.4667, 0.705189, 0.00520451
87.5333, 0.704973, 0.00305353
87.6, 0.706027, 0.00601247
87.6667, 0.7059, 0.00593141
87.7333, 0.705875, 0.00372368
87.8, 0.705402, 0.00632863
87.8667, 0.706994, 0.00671235
87.9333, 0.706597, 0.00386149
88, 0.706834, 0.00650968
88.0667, 0.706867, 0.00636376
88.1333, 0.706775, 0.00371287
88.2, 0.705624, 0.00645024
88.2667, 0.706413, 0.00684206
88.3333, 0.706008, 0.00463433
88.4, 0.704516, 0.00743115
88.4667, 0.7028, 0.00815535
88.5333, 0.702889, 0.00576387
88.6, 0.702641, 0.00864985
88.6667, 0.702295, 0.00879578
88.7333, 0.702216, 0.00596654
88.8, 0.701149, 0.00861473
88.8667, 0.702365, 0.00951457
88.9333, 0.701862, 0.0068907
89, 0.701906, 0.00966319
89.0667, 0.698685, 0.0125249
89.1333, 0.698458, 0.00649347
89.2, 0.697852, 0.00977128
89.2667, 0.696088, 0.00956861
89.3333, 0.696099, 0.00615569
89.4, 0.694931, 0.00939837
89.4667, 0.694291, 0.00934703
89.5333, 0.694507, 0.00586115
89.6, 0.693704, 0.00873092
89.6667, 0.693234, 0.00798781
89.7333, 0.693253, 0.00533421
89.8, 0.692742, 0.00844719
89.8667, 0.693048, 0.00874984
89.9333, 0.693402, 0.00577738
90, 0.695153, 0.00994963
90.0667, 0.696166, 0.0105928
90.1333, 0.697142, 0.0062854
90.2, 0.698277, 0.01079
90.2667, 0.698123, 0.010836
90.3333, 0.698485, 0.00663939
90.4, 0.69932, 0.0101334
90.4667, 0.700182, 0.0102685
90.5333, 0.70043, 0.00715822
90.6, 0.699957, 0.0108603
90.6667, 0.699925, 0.0115412
90.7333, 0.697344, 0.0107981
90.8, 0.697825, 0.0119466
90.8667, 0.697493, 0.0121249
90.9333, 0.697717, 0.00788512
91, 0.698033, 0.0123303
91.0667, 0.69846, 0.012868
91.1333, 0.698604, 0.00815264
91.2, 0.698574, 0.0127194
91.2667, 0.698893, 0.0131896
91.3333, 0.699438, 0.00832829
91.4, 0.699206, 0.0130302
91.4667, 0.699833, 0.0129113
91.5333, 0.698639, 0.0076149
91.6, 0.699403, 0.012052
91.6667, 0.696877, 0.011598
91.7333, 0.696752, 0.00731225
91.8, 0.695747, 0.0113899
91.8667, 0.694961, 0.0105901
91.9333, 0.694285, 0.00647996
92, 0.694666, 0.00974426
92.0667, 0.695128, 0.00961455
92.1333, 0.695285, 0.00470729
92.2, 0.696023, 0.00836342
92.2667, 0.697028, 0.00800402
92.3333, 0.697793, 0.00390743
92.4, 0.698606, 0.00985235
92.4667, 0.699033, 0.00560173
92.5333, 0.699249, 0.002786
92.6, 0.69906, 0.00467487
92.6667, 0.698771, 0.00526125
92.7333, 0.698958, 0.00232933
92.8, 0.699679, 0.00390743
92.8667, 0.701011, 0.00471
92.9333, 0.701365, 0.00218611
93, 0.70166, 0.0042263
93.0667, 0.702441, 0.00505048
93.1333, 0.703186, 0.00249146
93.2, 0.703327, 0.00487753
93.2667, 0.703767, 0.0055585
93.3333, 0.703846, 0.00292652
93.4, 0.704203, 0.00523153
93.4667, 0.7044, 0.00510452
93.5333, 0.704448, 0.00303191
93.6, 0.704535, 0.00490456
93.6667, 0.704532, 0.00462082
93.7333, 0.704775, 0.00248876
93.8, 0.704627, 0.00452084
93.8667, 0.705116, 0.0042344
93.9333, 0.705038, 0.00221583
94, 0.704992, 0.00372368
94.0667, 0.703054, 0.00670154
94.1333, 0.703635, 0.00213747
94.2, 0.703484, 0.0033859
94.2667, 0.703108, 0.00322917
94.3333, 0.702992, 0.00195372
94.4, 0.703335, 0.0035102
94.4667, 0.703038, 0.00357776
94.5333, 0.7034, 0.0019402
94.6, 0.703062, 0.00298057
94.6667, 0.702676, 0.00287788
94.7333, 0.702519, 0.00147002
94.8, 0.70213, 0.00323187
94.8667, 0.7017, 0.00281032
94.9333, 0.701798, 0.00115115
95, 0.701776, 0.00336158
95.0667, 0.701687, 0.00367234
95.1333, 0.70176, 0.00142408
95.2, 0.701841, 0.00878767
95.2667, 0.701546, 0.00775001
95.3333, 0.701038, 0.00258874
95.4, 0.701768, 0.00940108
95.4667, 0.701198, 0.0106387
95.5333, 0.701498, 0.00349939
95.6, 0.701722, 0.013676
95.6667, 0.702162, 0.0121547
95.7333, 0.7011, 0.0093065
95.8, 0.702065, 0.0128302
95.8667, 0.70136, 0.0144948
95.9333, 0.701349, 0.00739872
96, 0.702162, 0.0187454
96.0667, 0.7019, 0.0187319
96.1333, 0.701376, 0.0100901
96.2, 0.702454, 0.0230825
96.2667, 0.702808, 0.0229879
96.3333, 0.702792, 0.0111332
96.4, 0.702954, 0.025955
96.4667, 0.702511, 0.0259604
96.5333, 0.703568, 0.0135031
96.6, 0.702987, 0.028641
96.6667, 0.703289, 0.0283356
96.7333, 0.701827, 0.0156703
96.8, 0.70129, 0.030565
96.8667, 0.700417, 0.0289599
96.9333, 0.701779, 0.0164215
97, 0.701335, 0.0333078
97.0667, 0.7013, 0.0320107
97.1333, 0.701122, 0.0182968
97.2, 0.701622, 0.0351804
97.2667, 0.701344, 0.0348994
97.3333, 0.702273, 0.0191237
97.4, 0.700017, 0.0398391
97.4667, 0.701341, 0.0361991
97.5333, 0.701757, 0.0204911
97.6, 0.702122, 0.0394202
97.6667, 0.702122, 0.0403065
97.7333, 0.702573, 0.0218719
97.8, 0.702954, 0.0450922
97.8667, 0.705421, 0.0479187
97.9333, 0.705305, 0.03277
98, 0.706591, 0.0497698
98.0667, 0.707334, 0.0587412
98.1333, 0.709731, 0.0349102
98.2, 0.709083, 0.0583791
98.2667, 0.709604, 0.0634215
98.3333, 0.709564, 0.0377097
98.4, 0.711626, 0.0618353
98.4667, 0.712025, 0.0666317
98.5333, 0.713158, 0.0394175
98.6, 0.712825, 0.061665
98.6667, 0.713739, 0.0660588
98.7333, 0.713609, 0.0398769
98.8, 0.715309, 0.0649888
98.8667, 0.715725, 0.0671451
98.9333, 0.716806, 0.0380745
99, 0.716949, 0.0680909
99.0667, 0.717368, 0.0727226
99.1333, 0.717322, 0.0391284
99.2, 0.717516, 0.0690664
99.2667, 0.715457, 0.0734819
99.3333, 0.716398, 0.0461326
99.4, 0.717933, 0.081567
99.4667, 0.7197, 0.0815048
99.5333, 0.719813, 0.0520396
99.6, 0.7205, 0.0821453
99.6667, 0.721302, 0.0874768
99.7333, 0.722789, 0.0497509
99.8, 0.724856, 0.0879145
99.8667, 0.723934, 0.0919192
99.9333, 0.724234, 0.0582926
100, 0.725126, 0.0886576
100.067, 0.725015, 0.0955213
100.133, 0.724618, 0.0528584
100.2, 0.724745, 0.0988856
100.267, 0.723515, 0.0945674
100.333, 0.723986, 0.0605517
100.4, 0.724891, 0.0994233
100.467, 0.725815, 0.103061
100.533, 0.72581, 0.0563038
100.6, 0.728823, 0.102312
100.667, 0.730182, 0.100618
100.733, 0.730217, 0.0630891
100.8, 0.730112, 0.100653
100.867, 0.731787, 0.101809
100.933, 0.733795, 0.0616218
101, 0.736743, 0.106909
101.067, 0.733819, 0.105063
101.133, 0.734908, 0.0640484
101.2, 0.736343, 0.106109
101.267, 0.736705, 0.106544
101.333, 0.736002, 0.0639511
101.4, 0.737056, 0.107233
101.467, 0.728644, 0.107284
101.533, 0.72999, 0.0656751
101.6, 0.731171, 0.110284
101.667, 0.731803, 0.110862
101.733, 0.733281, 0.0678018
101.8, 0.735081, 0.113686
101.867, 0.738972, 0.113305
101.933, 0.73965, 0.0725983
102, 0.739926, 0.115258
102.067, 0.738905, 0.116934
102.133, 0.738121, 0.0770245
102.2, 0.739694, 0.117896
102.267, 0.742347, 0.120171
102.333, 0.746338, 0.0752681
102.4, 0.743098, 0.121476
102.467, 0.744939, 0.119385
102.533, 0.746028, 0.0784081
102.6, 0.74489, 0.121328
102.667, 0.746284, 0.125319
102.733, 0.746868, 0.0798781
102.8, 0.747625, 0.124176
102.867, 0.747722, 0.122433
102.933, 0.749324, 0.0787621
103, 0.748552, 0.123081
103.067, 0.748344, 0.124646
103.133, 0.747849, 0.0811995
103.2, 0.747125, 0.127424
103.267, 0.745655, 0.131769
103.333, 0.737456, 0.0857635
103.4, 0.731074, 0.133415
103.467, 0.72568, 0.130807
103.533, 0.722743, 0.0911329
103.6, 0.717892, 0.135263
103.667, 0.713755, 0.135966
103.733, 0.712815, 0.0891711
103.8, 0.711896, 0.136401
103.867, 0.712123, 0.134323
103.933, 0.714049, 0.091522
104, 0.712277, 0.134739
104.067, 0.709299, 0.134298
104.133, 0.709639, 0.0908113
104.2, 0.709539, 0.13449
104.267, 0.706637, 0.136347
104.333, 0.707172, 0.0952106
104.4, 0.709402, 0.138317
104.467, 0.710585, 0.137746
104.533, 0.709812, 0.0978831
104.6, 0.713563, 0.142773
104.667, 0.715382, 0.144094
104.733, 0.714317, 0.102944
104.8, 0.713098, 0.149388
104.867, 0.712969, 0.150455
104.933, 0.714528, 0.106492
105, 0.715355, 0.154217
105.067, 0.720489, 0.153884
105.133, 0.721505, 0.107379
105.2, 0.719789, 0.154781
105.267, 0.720065, 0.153438
105.333, 0.721518, 0.106911
105.4, 0.71914, 0.153946
105.467, 0.71696, 0.152795
105.533, 0.71613, 0.107154
105.6, 0.715925, 0.152717
105.667, 0.715484, 0.151639
105.733, 0.713098, 0.107719
105.8, 0.712239, 0.148782
105.867, 0.710947, 0.148099
105.933, 0.70891, 0.10462
106, 0.706648, 0.147658
106.067, 0.701692, 0.147023
106.133, 0.700314, 0.104133
