Time, Queue-Density
106.2, 0.694402, 0.148836
106.267, 0.686046, 0.147674
106.333, 0.684538, 0.106384
106.4, 0.682841, 0.152636
106.467, 0.681817, 0.153303
106.533, 0.680917, 0.109414
106.6, 0.681025, 0.15546
106.667, 0.680301, 0.157651
106.733, 0.681401, 0.115404
106.8, 0.683614, 0.161256
106.867, 0.683603, 0.165985
106.933, 0.685976, 0.116718
107, 0.685976, 0.165806
107.067, 0.687824, 0.165061
107.133, 0.689243, 0.11869
107.2, 0.690043, 0.165982
107.267, 0.688132, 0.166242
107.333, 0.68843, 0.11665
107.4, 0.683147, 0.16469
107.467, 0.68323, 0.161199
107.533, 0.682785, 0.112886
107.6, 0.68473, 0.159894
107.667, 0.684117, 0.158775
107.733, 0.685219, 0.113048
107.8, 0.683617, 0.156538
107.867, 0.680431, 0.155784
107.933, 0.681374, 0.112291
108, 0.679939, 0.153973
108.067, 0.678391, 0.150498
108.133, 0.676723, 0.108989
108.2, 0.676775, 0.150047
108.267, 0.675813, 0.146256
108.333, 0.675916, 0.10165
108.4, 0.675421, 0.143951
108.467, 0.67113, 0.14417
108.533, 0.671111, 0.100577
108.6, 0.666412, 0.14271
108.667, 0.663585, 0.142267
108.733, 0.663374, 0.099499
108.8, 0.663439, 0.141581
108.867, 0.662148, 0.139519
108.933, 0.661234, 0.0963752
109, 0.661272, 0.138635
109.067, 0.655578, 0.138352
109.133, 0.657513, 0.0929866
109.2, 0.661583, 0.134382
109.267, 0.662131, 0.132569
109.333, 0.660113, 0.0902141
109.4, 0.659613, 0.132255
109.467, 0.660988, 0.131523
109.533, 0.66057, 0.089698
109.6, 0.662315, 0.13205
109.667, 0.665209, 0.12924
109.733, 0.666039, 0.0883199
109.8, 0.666217, 0.127748
109.867, 0.665701, 0.125786
109.933, 0.664453, 0.0831856
110, 0.665506, 0.12346
110.067, 0.666506, 0.123773
110.133, 0.667214, 0.0834775
110.2, 0.667993, 0.125716
110.267, 0.667628, 0.127597
110.333, 0.666939, 0.0871741
110.4, 0.665001, 0.130845
110.467, 0.664766, 0.132183
110.533, 0.664401, 0.0849907
110.6, 0.66542, 0.129896
110.667, 0.670006, 0.128578
110.733, 0.67087, 0.088182
110.8, 0.677294, 0.12847
110.867, 0.684476, 0.129886
110.933, 0.686068, 0.0861013
111, 0.688035, 0.135033
111.067, 0.689378, 0.134625
111.133, 0.690891, 0.0915923
111.2, 0.691299, 0.134939
111.267, 0.691778, 0.137549
111.333, 0.692521, 0.0889089
111.4, 0.695528, 0.133339
111.467, 0.69609, 0.130964
111.533, 0.694283, 0.0873119
111.6, 0.693831, 0.131148
111.667, 0.695623, 0.131296
111.733, 0.698131, 0.0851285
111.8, 0.699552, 0.129518
111.867, 0.702197, 0.128943
111.933, 0.704802, 0.0867364
112, 0.710591, 0.128313
112.067, 0.715828, 0.129153
112.133, 0.716887, 0.082837
112.2, 0.717098, 0.125827
112.267, 0.717781, 0.127637
112.333, 0.715614, 0.0832694
112.4, 0.70714, 0.126078
112.467, 0.705986, 0.121144
112.533, 0.704578, 0.0817048
112.6, 0.702489, 0.125127
112.667, 0.701752, 0.12831
112.733, 0.702657, 0.0822128
112.8, 0.705794, 0.129913
112.867, 0.707361, 0.127845
112.933, 0.708186, 0.0844259
113, 0.706148, 0.128507
113.067, 0.704797, 0.127129
113.133, 0.704681, 0.0848502
113.2, 0.706013, 0.126848
113.267, 0.705154, 0.123741
113.333, 0.701217, 0.0840719
113.4, 0.699806, 0.125765
113.467, 0.69769, 0.124208
113.533, 0.696007, 0.0842584
113.6, 0.694626, 0.121374
113.667, 0.690678, 0.120422
113.733, 0.689748, 0.0791539
113.8, 0.691124, 0.120706
113.867, 0.691578, 0.119066
113.933, 0.692137, 0.0780433
114, 0.689786, 0.118401
114.067, 0.684211, 0.120077
114.133, 0.685798, 0.0746844
114.2, 0.686292, 0.119406
114.267, 0.684906, 0.120617
114.333, 0.683476, 0.0801618
114.4, 0.679591, 0.120709
114.467, 0.676564, 0.121166
114.533, 0.675791, 0.0789134
114.6, 0.675532, 0.120782
114.667, 0.673329, 0.119396
114.733, 0.672108, 0.0782729
114.8, 0.672108, 0.120006
114.867, 0.677183, 0.118955
114.933, 0.678702, 0.0762409
115, 0.682177, 0.113899
115.067, 0.687703, 0.115142
115.133, 0.689578, 0.072655
115.2, 0.689381, 0.115013
115.267, 0.694607, 0.111008
115.333, 0.694045, 0.0726658
115.4, 0.685622, 0.108189
115.467, 0.680744, 0.110681
115.533, 0.676826, 0.0738197
115.6, 0.656705, 0.115469
115.667, 0.656449, 0.114821
115.733, 0.632218, 0.0810265
115.8, 0.630626, 0.111735
115.867, 0.617466, 0.11371
115.933, 0.612837, 0.0703905
116, 0.605314, 0.110997
116.067, 0.584783, 0.1094
116.133, 0.583267, 0.0706932
116.2, 0.58017, 0.108392
116.267, 0.557355, 0.106519
116.333, 0.553539, 0.0672748
116.4, 0.54693, 0.104841
116.467, 0.542598, 0.101807
116.533, 0.50464, 0.0656292
116.6, 0.499476, 0.101669
116.667, 0.49569, 0.103136
116.733, 0.49171, 0.0679477
116.8, 0.485013, 0.105379
116.867, 0.4705, 0.107341
116.933, 0.468122, 0.0687557
117, 0.464776, 0.104295
117.067, 0.460845, 0.105982
117.133, 0.458042, 0.0673262
117.2, 0.456864, 0.10268
117.267, 0.449968, 0.101091
117.333, 0.446431, 0.0665182
117.4, 0.437314, 0.0984289
117.467, 0.430461, 0.0952673
117.533, 0.428807, 0.0629405
117.6, 0.424581, 0.0981479
117.667, 0.420719, 0.0994963
117.733, 0.418333, 0.0651536
117.8, 0.422789, 0.0985451
117.867, 0.422395, 0.0982236
117.933, 0.424391, 0.0641078
118, 0.423575, 0.0977209
118.067, 0.423392, 0.0975723
118.133, 0.42842, 0.0664318
118.2, 0.430823, 0.0988883
118.267, 0.42825, 0.0999449
118.333, 0.428988, 0.0639079
118.4, 0.435898, 0.0980992
118.467, 0.438738, 0.094862
118.533, 0.438984, 0.0615975
118.6, 0.436065, 0.0931623
118.667, 0.435754, 0.0933082
118.733, 0.435017, 0.0601815
118.8, 0.432698, 0.0935622
118.867, 0.425445, 0.0928191
118.933, 0.424092, 0.0619758
119, 0.414199, 0.093092
119.067, 0.413272, 0.0910923
119.133, 0.413858, 0.0539312
119.2, 0.40997, 0.0838936
119.267, 0.40557, 0.0840368
119.333, 0.40329, 0.0545608
119.4, 0.396488, 0.0846394
119.467, 0.395191, 0.0836288
119.533, 0.392532, 0.0532935
119.6, 0.389749, 0.0808347
119.667, 0.388149, 0.0819885
119.733, 0.387817, 0.0554769
119.8, 0.387792, 0.0852825
119.867, 0.38789, 0.0874308
119.933, 0.389851, 0.059179
120, 0.389487, 0.0904708
120.067, 0.392775, 0.0917409
120.133, 0.392913, 0.0579143
120.2, 0.394961, 0.0916544
120.267, 0.39768, 0.0938324
120.333, 0.399155, 0.0623622
120.4, 0.397928, 0.100039
120.467, 0.395407, 0.101074
120.533, 0.392824, 0.0672046
120.6, 0.391754, 0.102128
120.667, 0.389981, 0.101899
120.733, 0.384252, 0.0683071
120.8, 0.381653, 0.0961671
120.867, 0.379151, 0.096786
120.933, 0.378391, 0.0642024
121, 0.378199, 0.0982479
121.067, 0.375921, 0.0969994
121.133, 0.375159, 0.0634485
121.2, 0.370228, 0.0966049
121.267, 0.366853, 0.0988694
121.333, 0.365753, 0.0647861
121.4, 0.365148, 0.101039
121.467, 0.362124, 0.10131
121.533, 0.359314, 0.0655238
121.6, 0.357635, 0.0997422
121.667, 0.355682, 0.10138
121.733, 0.352512, 0.0668155
121.8, 0.349056, 0.103333
121.867, 0.345265, 0.102931
121.933, 0.343743, 0.0669073
122, 0.339201, 0.102731
122.067, 0.340649, 0.100947
122.133, 0.341587, 0.0658697
122.2, 0.341735, 0.100383
122.267, 0.339095, 0.0996422
122.333, 0.338423, 0.0627054
122.4, 0.335269, 0.100899
122.467, 0.33709, 0.0973723
122.533, 0.337839, 0.0613191
122.6, 0.338358, 0.0975075
122.667, 0.337269, 0.0950133
122.733, 0.334947, 0.0610543
122.8, 0.33071, 0.0925002
122.867, 0.327803, 0.0937919
122.933, 0.326179, 0.0569037
123, 0.321496, 0.0922516
123.067, 0.320204, 0.0884658
123.133, 0.318896, 0.0566199
123.2, 0.314119, 0.0845692
123.267, 0.308822, 0.084634
123.333, 0.307752, 0.0518343
123.4, 0.303664, 0.0780541
123.467, 0.298438, 0.0745385
123.533, 0.294573, 0.0497725
123.6, 0.289609, 0.0716471
123.667, 0.285472, 0.0723334
123.733, 0.285807, 0.0468514
123.8, 0.287102, 0.0704446
123.867, 0.287891, 0.0699555
123.933, 0.286686, 0.0438249
124, 0.287269, 0.070804
124.067, 0.287172, 0.0713714
124.133, 0.288388, 0.0416523
124.2, 0.289066, 0.0683044
124.267, 0.285361, 0.0678829
124.333, 0.284753, 0.0404471
124.4, 0.27786, 0.0673775
124.467, 0.274466, 0.0686179
124.533, 0.273555, 0.0391608
124.6, 0.27288, 0.0682125
124.667, 0.273234, 0.0676261
124.733, 0.273436, 0.0442059
124.8, 0.279268, 0.0728955
124.867, 0.28407, 0.0735089
124.933, 0.284145, 0.0463893
125, 0.291555, 0.079897
125.067, 0.304639, 0.0830802
125.133, 0.310106, 0.0509912
125.2, 0.325273, 0.0922435
125.267, 0.341533, 0.0897061
125.333, 0.348961, 0.0623649
125.4, 0.357644, 0.0961293
125.467, 0.363848, 0.101874
125.533, 0.364186, 0.0634458
125.6, 0.370895, 0.106211
125.667, 0.379834, 0.10573
125.733, 0.382861, 0.0783216
125.8, 0.389062, 0.112051
125.867, 0.399444, 0.116964
125.933, 0.406154, 0.073898
126, 0.419587, 0.117218
126.067, 0.431825, 0.115837
126.133, 0.436414, 0.0753572
126.2, 0.445874, 0.118196
126.267, 0.454943, 0.122076
126.333, 0.45771, 0.0820453
126.4, 0.462744, 0.128713
126.467, 0.468722, 0.13576
126.533, 0.475564, 0.0941297
126.6, 0.484346, 0.149447
126.667, 0.490256, 0.157762
126.733, 0.491083, 0.115321
126.8, 0.501116, 0.164712
126.867, 0.50945, 0.1709
126.933, 0.511757, 0.121311
127, 0.515216, 0.177304
127.067, 0.52549, 0.17504
127.133, 0.526917, 0.122527
127.2, 0.532629, 0.172989
127.267, 0.539447, 0.175399
127.333, 0.542236, 0.122052
127.4, 0.534645, 0.172032
127.467, 0.543198, 0.164228
127.533, 0.545643, 0.119131
127.6, 0.547035, 0.16392
127.667, 0.542698, 0.164674
127.733, 0.538936, 0.109208
127.8, 0.530868, 0.158821
127.867, 0.524139, 0.154873
127.933, 0.519367, 0.101828
128, 0.509928, 0.149326
128.067, 0.495757, 0.145302
128.133, 0.48731, 0.096032
128.2, 0.474215, 0.145099
128.267, 0.46208, 0.141095
128.333, 0.436281, 0.0909248
128.4, 0.423727, 0.131148
128.467, 0.417344, 0.126567
128.533, 0.407938, 0.0819777
128.6, 0.397291, 0.12403
128.667, 0.38669, 0.121106
128.733, 0.38175, 0.0752897
128.8, 0.372552, 0.116926
128.867, 0.355479, 0.113829
128.933, 0.351988, 0.0693231
129, 0.346613, 0.108168
129.067, 0.339895, 0.108081
129.133, 0.337931, 0.0630215
129.2, 0.330448, 0.0997773
129.267, 0.320026, 0.0962563
129.333, 0.315818, 0.0617137
129.4, 0.310233, 0.0876254
129.467, 0.306958, 0.0834991
129.533, 0.309279, 0.0522991
129.6, 0.304874, 0.0769867
129.667, 0.299378, 0.0714417
129.733, 0.299578, 0.0486105
129.8, 0.299216, 0.0707932
129.867, 0.296103, 0.0686881
129.933, 0.294517, 0.0434817
130, 0.290709, 0.0644645
130.067, 0.287977, 0.0637836
130.133, 0.286145, 0.0405173
130.2, 0.281505, 0.0598545
130.267, 0.279271, 0.0566443
130.333, 0.279044, 0.0352182
130.4, 0.276495, 0.0494212
130.467, 0.272277, 0.0421495
130.533, 0.269813, 0.0284518
130.6, 0.265641, 0.0379421
130.667, 0.261663, 0.0361505
130.733, 0.25735, 0.0266765
130.8, 0.255561, 0.0305515
130.867, 0.253059, 0.0263549
130.933, 0.251627, 0.0166782
131, 0.245876, 0.0253929
131.067, 0.240631, 0.0229528
131.133, 0.236167, 0.0160107
131.2, 0.227793, 0.0221448
131.267, 0.220024, 0.0222475
131.333, 0.217695, 0.0125113
131.4, 0.213479, 0.0173673
131.467, 0.20688, 0.0133463
131.533, 0.203913, 0.00667452
131.6, 0.196517, 0.00995774
131.667, 0.190505, 0.00977128
131.733, 0.188797, 0.00517208
131.8, 0.184865, 0.00909572
131.867, 0.181136, 0.00824452
131.933, 0.178896, 0.00415334
132, 0.175648, 0.00680153
132.067, 0.174016, 0.00847151
132.133, 0.174051, 0.00538826
132.2, 0.173883, 0.00968481
132.267, 0.17454, 0.0100658
132.333, 0.1742, 0.00543149
132.4, 0.173059, 0.0103901
132.467, 0.174, 0.00904979
132.533, 0.174521, 0.0054342
132.6, 0.174678, 0.00963077
132.667, 0.174259, 0.00919571
132.733, 0.175008, 0.00627729
132.8, 0.175397, 0.00970913
132.867, 0.175121, 0.00793646
132.933, 0.175326, 0.00361559
133, 0.17524, 0.00722307
133.067, 0.175218, 0.00873092
133.133, 0.17487, 0.00625027
133.2, 0.174794, 0.00995233
133.267, 0.175886, 0.011671
133.333, 0.177748, 0.0088282
133.4, 0.186968, 0.0185779
133.467, 0.199744, 0.0211126
133.533, 0.207218, 0.0127167
133.6, 0.222802, 0.0270413
133.667, 0.238869, 0.029503
133.733, 0.247341, 0.0200614
133.8, 0.265916, 0.0358857
133.867, 0.284597, 0.0384015
133.933, 0.294282, 0.0230474
134, 0.314365, 0.0417252
134.067, 0.326752, 0.0508507
134.133, 0.333045, 0.0325673
134.2, 0.35008, 0.057736
134.267, 0.357246, 0.0616785
134.333, 0.363697, 0.0395229
134.4, 0.371547, 0.0628297
134.467, 0.376794, 0.0651536
134.533, 0.385406, 0.0452408
134.6, 0.388746, 0.0692069
134.667, 0.383982, 0.080959
134.733, 0.381615, 0.0606868
134.8, 0.377524, 0.0895386
134.867, 0.376154, 0.0961942
134.933, 0.382745, 0.0758193
135, 0.392402, 0.104787
135.067, 0.399315, 0.108265
135.133, 0.403403, 0.08565
135.2, 0.410472, 0.112629
135.267, 0.42377, 0.115675
135.333, 0.428815, 0.0934676
135.4, 0.439475, 0.119352
135.467, 0.435854, 0.113948
135.533, 0.436573, 0.0921597
135.6, 0.432749, 0.113059
135.667, 0.424448, 0.113399
135.733, 0.413861, 0.0925137
135.8, 0.409081, 0.111832
135.867, 0.375578, 0.112729
135.933, 0.37721, 0.0858257
136, 0.369331, 0.11347
136.067, 0.364915, 0.113153
136.133, 0.349015, 0.0812508
136.2, 0.350507, 0.104768
136.267, 0.332583, 0.100883
136.333, 0.329194, 0.0713876
136.4, 0.321288, 0.0997341
136.467, 0.312692, 0.100502
136.533, 0.30983, 0.0701149
136.6, 0.300999, 0.100823
136.667, 0.295487, 0.100442
136.733, 0.291901, 0.0682531
136.8, 0.289499, 0.0938351
136.867, 0.282454, 0.084634
136.933, 0.279973, 0.0545149
137, 0.274858, 0.0723334
137.067, 0.269667, 0.0677612
137.133, 0.266646, 0.04376
137.2, 0.260623, 0.0612624
137.267, 0.255088, 0.0600788
137.333, 0.252102, 0.0374179
137.4, 0.244325, 0.0580629
137.467, 0.238148, 0.0484673
137.533, 0.23607, 0.0296408
137.6, 0.234149, 0.0441978
137.667, 0.233773, 0.0407119
137.733, 0.232819, 0.0244147
137.8, 0.229785, 0.0349102
137.867, 0.227604, 0.0312216
137.933, 0.226223, 0.0207397
138, 0.223796, 0.028895
138.067, 0.222656, 0.0252254
138.133, 0.221405, 0.0170889
138.2, 0.217514, 0.0225826
138.267, 0.21229, 0.0198101
138.333, 0.20951, 0.0109549
138.4, 0.206105, 0.0118601
138.467, 0.203557, 0.00843638
138.533, 0.202262, 0.00516938
138.6, 0.198587, 0.0100388
138.667, 0.194296, 0.00835261
138.733, 0.191751, 0.00392905
138.8, 0.187451, 0.00641781
138.867, 0.183476, 0.0058017
138.933, 0.182147, 0.00231311
139, 0.17872, 0.00714471
139.067, 0.177164, 0.00938216
139.133, 0.177369, 0.00549094
139.2, 0.177721, 0.00800132
139.267, 0.177645, 0.00762571
139.333, 0.177329, 0.00218611
139.4, 0.177175, 0.00523693
139.467, 0.176875, 0.00434519
139.533, 0.176802, 0.0042263
139.6, 0.176848, 0.00706635
139.667, 0.178158, 0.00774461
139.733, 0.17972, 0.00462082
139.8, 0.183857, 0.0106927
139.867, 0.189748, 0.0143732
139.933, 0.193394, 0.00808239
140, 0.201833, 0.0189319
140.067, 0.211007, 0.0206235
140.133, 0.21646, 0.0116331
140.2, 0.227331, 0.0215152
140.267, 0.239361, 0.0228879
140.333, 0.245744, 0.012614
140.4, 0.257888, 0.0241174
140.467, 0.270829, 0.0251362
140.533, 0.276866, 0.0152974
140.6, 0.289666, 0.0261955
140.667, 0.301845, 0.0275169
140.733, 0.305615, 0.0195804
140.8, 0.316567, 0.0300299
140.867, 0.324587, 0.02836
140.933, 0.327778, 0.0175807
141, 0.337085, 0.030038
141.067, 0.343141, 0.0323593
141.133, 0.351285, 0.0200046
141.2, 0.361929, 0.0330051
141.267, 0.378132, 0.0367369
141.333, 0.384677, 0.0257442
141.4, 0.401023, 0.0432844
141.467, 0.414653, 0.0499859
141.533, 0.427718, 0.0381502
141.6, 0.442099, 0.0592546
141.667, 0.454013, 0.066321
141.733, 0.458329, 0.0473378
141.8, 0.472605, 0.0740953
141.867, 0.488545, 0.0762355
141.933, 0.499995, 0.0534799
142, 0.512773, 0.0793484
142.067, 0.52642, 0.083672
142.133, 0.533573, 0.0587574
142.2, 0.539928, 0.0895332
142.267, 0.5473, 0.0969454
142.333, 0.548527, 0.0687935
142.4, 0.559279, 0.104558
142.467, 0.563897, 0.095751
142.533, 0.566194, 0.0642483
142.6, 0.571336, 0.0914436
142.667, 0.573055, 0.0968886
142.733, 0.573866, 0.06888
142.8, 0.57516, 0.0960834
142.867, 0.57302, 0.0958942
142.933, 0.571298, 0.0701419
143, 0.564589, 0.0972021
143.067, 0.561654, 0.0995206
143.133, 0.559703, 0.0699501
143.2, 0.556625, 0.0956267
143.267, 0.555598, 0.0931379
143.333, 0.55438, 0.0672424
143.4, 0.546297, 0.093927
143.467, 0.503608, 0.0906384
143.533, 0.495571, 0.061057
143.6, 0.439521, 0.0904898
143.667, 0.41238, 0.0891657
143.733, 0.406276, 0.0597789
143.8, 0.369439, 0.0883712
143.867, 0.361167, 0.0878199
143.933, 0.360521, 0.0579359
144, 0.361135, 0.0819858
144.067, 0.353912, 0.0815102
144.133, 0.356533, 0.054623
144.2, 0.356479, 0.0776298
144.267, 0.353839, 0.0766192
144.333, 0.353701, 0.0531124
144.4, 0.349966, 0.0714498
144.467, 0.345302, 0.0700987
144.533, 0.343095, 0.0499373
144.6, 0.336447, 0.0664345
144.667, 0.333045, 0.0615272
144.733, 0.331172, 0.042344
144.8, 0.325657, 0.0580575
144.867, 0.321258, 0.0584385
144.933, 0.320507, 0.0393229
145, 0.315216, 0.0551283
145.067, 0.303745, 0.0547473
145.133, 0.29901, 0.036518
145.2, 0.29082, 0.0531205
145.267, 0.282754, 0.050829
145.333, 0.275174, 0.0342697
145.4, 0.266262, 0.0480133
145.467, 0.259663, 0.0472864
145.533, 0.257996, 0.0292247
145.6, 0.254415, 0.0410415
145.667, 0.249338, 0.0369098
145.733, 0.245855, 0.0265603
145.8, 0.242831, 0.0312135
145.867, 0.240483, 0.029884
145.933, 0.238972, 0.0200938
146, 0.234595, 0.0295327
146.067, 0.228209, 0.0287221
146.133, 0.226282, 0.0182509
146.2, 0.221432, 0.0251335
146.267, 0.217311, 0.0232689
146.333, 0.215141, 0.0147164
146.4, 0.211115, 0.0204343
146.467, 0.208234, 0.0201452
146.533, 0.207656, 0.0134679
146.6, 0.203519, 0.0181617
146.667, 0.199852, 0.0165566
146.733, 0.198352, 0.010182
146.8, 0.194923, 0.0153838
146.867, 0.189873, 0.0158297
146.933, 0.188116, 0.00929569
147, 0.186246, 0.0137895
147.067, 0.185868, 0.0129086
147.133, 0.185371, 0.00810671
147.2, 0.185546, 0.0116764
147.267, 0.184671, 0.0107441
147.333, 0.183595, 0.00539096
147.4, 0.181733, 0.00989559
147.467, 0.179526, 0.00546662
147.533, 0.178907, 0.00235094
147.6, 0.177091, 0.00445058
147.667, 0.175983, 0.00473702
147.733, 0.175467, 0.00282384
147.8, 0.17537, 0.00424791
147.867, 0.174002, 0.00415874
147.933, 0.173535, 0.00168079
148, 0.173773, 0.00268872
148.067, 0.174024, 0.00366693
148.133, 0.173978, 0.00252659
148.2, 0.174418, 0.00451544
148.267, 0.174291, 0.00420198
148.333, 0.174943, 0.00242931
148.4, 0.174562, 0.00429115
148.467, 0.174845, 0.00401552
148.533, 0.175043, 0.00209693
148.6, 0.175632, 0.00451003
148.667, 0.175094, 0.00473702
148.733, 0.174848, 0.00255361
148.8, 0.174962, 0.00404795
148.867, 0.175105, 0.00401012
148.933, 0.175232, 0.00225637
149, 0.175605, 0.00466676
149.067, 0.174624, 0.00548824
149.133, 0.175199, 0.00270224
149.2, 0.175721, 0.00382366
149.267, 0.175888, 0.00426953
149.333, 0.176369, 0.00251578
149.4, 0.176537, 0.00512344
149.467, 0.176305, 0.00512614
149.533, 0.176542, 0.00293733
149.6, 0.176026, 0.00462893
149.667, 0.176607, 0.00405876
149.733, 0.176915, 0.00255091
149.8, 0.177331, 0.00540177
149.867, 0.17681, 0.0053153
149.933, 0.176672, 0.00265089
150, 0.17705, 0.00445869
150.067, 0.177059, 0.00463163
150.133, 0.177648, 0.002786
150.2, 0.177977, 0.00579089
150.267, 0.178275, 0.00630972
150.333, 0.178575, 0.00334807
150.4, 0.17871, 0.00674478
150.467, 0.178685, 0.00594222
150.533, 0.179096, 0.00392094
150.6, 0.179328, 0.0062908
150.667, 0.179528, 0.00675829
150.733, 0.178275, 0.00518559
150.8, 0.17815, 0.00529638
150.867, 0.178534, 0.00619352
150.933, 0.17838, 0.00391284
151, 0.178718, 0.00662318
151.067, 0.180971, 0.010382
151.133, 0.182828, 0.0082256
151.2, 0.188146, 0.0134679
151.267, 0.195142, 0.0148137
151.333, 0.197514, 0.011879
151.4, 0.203681, 0.0209477
151.467, 0.208132, 0.0243525
151.533, 0.210942, 0.0191264
151.6, 0.215619, 0.0287356
151.667, 0.219946, 0.0308811
151.733, 0.222172, 0.0212531
151.8, 0.225115, 0.0321404
151.867, 0.227066, 0.0333645
151.933, 0.227453, 0.0239526
152, 0.228731, 0.0374962
152.067, 0.229863, 0.0390392
152.133, 0.230795, 0.0267224
152.2, 0.231176, 0.0396796
152.267, 0.230306, 0.039858
152.333, 0.230333, 0.0278898
152.4, 0.228147, 0.0449706
152.467, 0.228958, 0.0420765
152.533, 0.229917, 0.0287842
152.6, 0.230571, 0.0442167
152.667, 0.230109, 0.0445409
152.733, 0.229195, 0.0302002
152.8, 0.227258, 0.0444464
152.867, 0.226331, 0.04503
152.933, 0.224094, 0.031073
153, 0.219489, 0.044976
153.067, 0.218254, 0.0458542
153.133, 0.216387, 0.0318972
153.2, 0.215455, 0.0492158
153.267, 0.2168, 0.0487213
153.333, 0.21963, 0.0355398
153.4, 0.227144, 0.0512074
153.467, 0.229339, 0.0517829
153.533, 0.229698, 0.0367153
153.6, 0.230882, 0.0536583
153.667, 0.230998, 0.0555363
153.733, 0.231228, 0.0389122
153.8, 0.230909, 0.0560444
153.867, 0.231492, 0.0562254
153.933, 0.2317, 0.0389311
154, 0.234197, 0.0557903
154.067, 0.232303, 0.0557039
154.133, 0.232263, 0.0375286
154.2, 0.230617, 0.0513938
154.267, 0.227647, 0.0486024
154.333, 0.227412, 0.0370666
154.4, 0.224358, 0.0485484
154.467, 0.221975, 0.0485943
154.533, 0.220737, 0.036037
154.6, 0.219524, 0.0450138
154.667, 0.217579, 0.0445085
154.733, 0.217295, 0.0323404
154.8, 0.214941, 0.0430169
154.867, 0.211109, 0.0430574
154.933, 0.209342, 0.0314
155, 0.208545, 0.0416712
155.067, 0.206832, 0.0388906
155.133, 0.207294, 0.027352
155.2, 0.205332, 0.0367612
155.267, 0.205075, 0.0354614
155.333, 0.203522, 0.0251767
155.4, 0.201825, 0.0344778
155.467, 0.199847, 0.0319026
155.533, 0.19859, 0.0206748
155.6, 0.196528, 0.0286977
155.667, 0.194202, 0.0272412
155.733, 0.191772, 0.0211639
155.8, 0.188592, 0.0239796
155.867, 0.186606, 0.0254064
155.933, 0.186122, 0.0174078
156, 0.184687, 0.0241607
156.067, 0.185979, 0.0237932
156.133, 0.185611, 0.016508
156.2, 0.184714, 0.0216881
156.267, 0.184895, 0.0203911
156.333, 0.18506, 0.014865
156.4, 0.184971, 0.0182347
156.467, 0.184806, 0.0186211
156.533, 0.184374, 0.0121249
156.6, 0.184465, 0.0165242
156.667, 0.186808, 0.0154406
156.733, 0.188705, 0.0105847
156.8, 0.188448, 0.0142921
156.867, 0.187208, 0.0144867
156.933, 0.187397, 0.0100496
157, 0.185568, 0.0130896
157.067, 0.184387, 0.0113602
157.133, 0.183717, 0.00802023
157.2, 0.182533, 0.0104712
157.267, 0.181806, 0.00929839
157.333, 0.181885, 0.00757707
157.4, 0.179542, 0.0130707
157.467, 0.181682, 0.0117331
157.533, 0.183647, 0.011063
157.6, 0.187384, 0.0156568
157.667, 0.190156, 0.0186238
157.733, 0.191159, 0.0153811
157.8, 0.193004, 0.0225529
157.867, 0.193499, 0.0235311
157.933, 0.193612, 0.016616
158, 0.193607, 0.0233581
158.067, 0.192283, 0.0223745
158.133, 0.191759, 0.0154081
158.2, 0.190716, 0.0208315
158.267, 0.189502, 0.0201181
158.333, 0.189075, 0.012814
158.4, 0.188084, 0.0182455
158.467, 0.186168, 0.0168295
158.533, 0.185122, 0.0109008
158.6, 0.182531, 0.0163512
158.667, 0.180482, 0.0146407
158.733, 0.179755, 0.00829316
158.8, 0.178993, 0.0131653
158.867, 0.181128, 0.0151244
158.933, 0.184709, 0.0141057
159, 0.19402, 0.0216773
159.067, 0.202965, 0.0247363
159.133, 0.207759, 0.0196642
159.2, 0.217071, 0.0320917
159.267, 0.228155, 0.0410145
159.333, 0.230709, 0.0322323
159.4, 0.234541, 0.0485078
159.467, 0.243244, 0.0521072
159.533, 0.244985, 0.0364018
159.6, 0.24429, 0.0547176
159.667, 0.252483, 0.0549175
159.733, 0.253124, 0.0376827
159.8, 0.252221, 0.0568253
159.867, 0.249235, 0.0576117
159.933, 0.248584, 0.0377367
160, 0.241685, 0.0584169
160.067, 0.238775, 0.0575927
160.133, 0.23691, 0.0351291
160.2, 0.230384, 0.0546419
160.267, 0.222926, 0.0526558
160.333, 0.220356, 0.0311433
160.4, 0.218532, 0.0499616
160.467, 0.217892, 0.0468324
160.533, 0.217838, 0.0270629
160.6, 0.21689, 0.0452138
160.667, 0.210274, 0.0445653
160.733, 0.20467, 0.0274088
160.8, 0.205897, 0.040439
160.867, 0.208191, 0.040847
160.933, 0.206264, 0.0257955
161, 0.205105, 0.036191
161.067, 0.204411, 0.0355425
161.133, 0.204546, 0.0220529
161.2, 0.204716, 0.0293571
161.267, 0.205202, 0.0243552
161.333, 0.205527, 0.0147893
161.4, 0.20377, 0.0202722
161.467, 0.199822, 0.0172862
161.533, 0.197647, 0.0105874
161.6, 0.193053, 0.0164377
161.667, 0.189948, 0.0141327
161.733, 0.188735, 0.00786891
161.8, 0.188262, 0.0143164
161.867, 0.187411, 0.0138895
161.933, 0.187514, 0.00697987
162, 0.186835, 0.0133031
162.067, 0.186287, 0.0147353
162.133, 0.186787, 0.0106603
162.2, 0.190956, 0.023604
162.267, 0.19602, 0.0252037
162.333, 0.199311, 0.0168701
162.4, 0.204224, 0.0312676
