Time, Queue-Density
344.267, 0.167844
344.333, 0.167647
344.4, 0.167628
344.467, 0.167579
344.533, 0.167674
344.6, 0.167712
344.667, 0.167771
344.733, 0.167879
344.8, 0.167925
344.867, 0.167866
344.933, 0.167868
345, 0.167876
345.067, 0.167987
345.133, 0.168063
345.2, 0.168084
345.267, 0.168182
345.333, 0.168211
345.4, 0.168271
345.467, 0.168303
345.533, 0.168236
345.6, 0.167844
345.667, 0.167855
345.733, 0.167679
345.8, 0.16753
345.867, 0.167601
345.933, 0.167541
346, 0.167595
346.067, 0.167574
346.133, 0.167563
346.2, 0.167636
346.267, 0.167622
346.333, 0.167636
346.4, 0.167576
346.467, 0.16762
346.533, 0.167714
346.6, 0.167676
346.667, 0.167763
346.733, 0.167903
346.8, 0.167866
346.867, 0.16786
346.933, 0.167779
347, 0.167744
347.067, 0.167774
347.133, 0.16776
347.2, 0.167784
347.267, 0.167879
347.333, 0.167933
347.4, 0.167768
347.467, 0.167882
347.533, 0.167893
347.6, 0.167906
347.667, 0.168017
347.733, 0.16809
347.8, 0.168055
347.867, 0.16816
347.933, 0.168133
348, 0.167814
348.067, 0.167952
348.133, 0.168003
348.2, 0.167998
348.267, 0.167909
348.333, 0.167874
348.4, 0.167906
348.467, 0.16799
348.533, 0.167884
348.6, 0.167882
348.667, 0.167728
348.733, 0.167928
348.8, 0.167741
348.867, 0.167706
348.933, 0.167652
349, 0.167687
349.067, 0.167706
349.133, 0.167766
349.2, 0.167784
349.267, 0.167757
349.333, 0.167717
349.4, 0.167595
349.467, 0.167609
349.533, 0.167666
349.6, 0.167674
349.667, 0.167733
349.733, 0.167682
349.8, 0.167749
349.867, 0.167657
349.933, 0.167576
350, 0.167698
350.067, 0.16769
350.133, 0.167817
350.2, 0.167771
350.267, 0.167739
350.333, 0.167795
350.4, 0.167795
350.467, 0.170976
350.533, 0.175932
350.6, 0.178766
350.667, 0.184473
350.733, 0.18867
350.8, 0.191162
350.867, 0.195418
350.933, 0.199179
351, 0.200355
351.067, 0.202316
351.133, 0.205529
351.2, 0.206008
351.267, 0.207551
351.333, 0.207729
351.4, 0.207896
351.467, 0.207434
351.533, 0.205789
351.6, 0.206189
351.667, 0.206094
351.733, 0.206481
351.8, 0.206629
351.867, 0.207648
351.933, 0.208064
352, 0.20808
352.067, 0.208899
352.133, 0.209399
352.2, 0.209783
352.267, 0.211226
352.333, 0.214485
352.4, 0.2168
352.467, 0.221851
352.533, 0.227498
352.6, 0.232395
352.667, 0.242863
352.733, 0.25468
352.8, 0.261071
352.867, 0.271918
352.933, 0.28233
353, 0.28414
353.067, 0.294784
353.133, 0.309782
353.2, 0.313916
353.267, 0.322917
353.333, 0.330265
353.4, 0.334272
353.467, 0.338585
353.533, 0.355636
353.6, 0.359778
353.667, 0.365631
353.733, 0.37236
353.8, 0.37346
353.867, 0.375694
353.933, 0.377516
354, 0.37734
354.067, 0.3749
354.133, 0.37102
354.2, 0.367788
354.267, 0.362667
354.333, 0.360089
354.4, 0.358768
354.467, 0.354722
354.533, 0.35158
354.6, 0.349215
354.667, 0.340949
354.733, 0.33855
354.8, 0.336993
354.867, 0.331664
354.933, 0.326362
355, 0.32373
355.067, 0.317729
355.133, 0.312149
355.2, 0.311579
355.267, 0.308247
355.333, 0.307374
355.4, 0.306955
355.467, 0.304985
355.533, 0.304639
355.6, 0.305134
355.667, 0.305588
355.733, 0.306466
355.8, 0.305909
355.867, 0.306704
355.933, 0.305596
356, 0.305344
356.067, 0.302996
356.133, 0.300705
356.2, 0.299024
356.267, 0.296938
356.333, 0.288723
356.4, 0.289412
356.467, 0.287618
356.533, 0.286615
356.6, 0.285818
356.667, 0.284751
356.733, 0.28434
356.8, 0.284532
356.867, 0.28524
356.933, 0.290396
357, 0.293144
357.067, 0.2982
357.133, 0.303664
357.2, 0.306582
357.267, 0.312889
357.333, 0.319758
357.4, 0.322798
357.467, 0.32773
357.533, 0.316651
357.6, 0.317969
357.667, 0.31821
357.733, 0.318096
357.8, 0.318488
357.867, 0.303823
357.933, 0.301388
358, 0.296427
358.067, 0.29439
358.133, 0.290828
358.2, 0.290063
358.267, 0.287469
358.333, 0.28664
358.4, 0.286977
358.467, 0.287985
358.533, 0.289934
358.6, 0.289823
358.667, 0.288942
358.733, 0.288866
358.8, 0.289158
358.867, 0.289961
358.933, 0.291971
359, 0.293568
359.067, 0.299062
359.133, 0.304526
359.2, 0.306633
359.267, 0.311473
359.333, 0.314891
359.4, 0.316791
359.467, 0.321069
359.533, 0.323922
359.6, 0.325198
359.667, 0.325984
359.733, 0.327622
359.8, 0.328211
359.867, 0.3294
359.933, 0.329529
360, 0.329032
360.067, 0.327832
360.133, 0.327257
360.2, 0.32717
360.267, 0.325206
360.333, 0.323898
360.4, 0.323298
360.467, 0.322293
360.533, 0.32042
360.6, 0.320045
360.667, 0.318572
360.733, 0.317372
360.8, 0.316637
360.867, 0.31477
360.933, 0.313589
361, 0.313186
361.067, 0.313519
361.133, 0.316026
361.2, 0.317591
361.267, 0.320112
361.333, 0.324055
361.4, 0.326052
361.467, 0.327911
361.533, 0.331197
361.6, 0.333061
361.667, 0.33558
361.733, 0.338768
361.8, 0.339031
361.867, 0.341314
361.933, 0.345478
362, 0.348072
362.067, 0.350277
362.133, 0.352566
362.2, 0.353677
362.267, 0.357198
362.333, 0.36107
362.4, 0.362799
362.467, 0.36702
362.533, 0.371538
362.6, 0.37463
362.667, 0.379875
362.733, 0.38452
362.8, 0.387917
362.867, 0.393443
362.933, 0.397145
363, 0.393235
363.067, 0.396831
363.133, 0.401295
363.2, 0.402755
363.267, 0.407886
363.333, 0.410694
363.4, 0.411667
363.467, 0.412875
363.533, 0.413899
363.6, 0.414228
363.667, 0.414096
363.733, 0.415182
363.8, 0.415606
363.867, 0.415785
363.933, 0.415744
364, 0.416293
364.067, 0.416768
364.133, 0.418768
364.2, 0.419363
364.267, 0.4193
364.333, 0.418395
364.4, 0.417112
364.467, 0.415447
364.533, 0.412623
364.6, 0.41188
364.667, 0.405862
364.733, 0.404819
364.8, 0.403846
364.867, 0.401914
364.933, 0.399388
365, 0.39912
365.067, 0.398412
365.133, 0.401628
365.2, 0.403282
365.267, 0.406735
365.333, 0.410288
365.4, 0.413501
365.467, 0.418687
365.533, 0.425437
365.6, 0.428602
365.667, 0.433717
365.733, 0.438521
365.8, 0.441932
365.867, 0.447147
365.933, 0.451976
366, 0.454481
366.067, 0.459121
366.133, 0.464125
366.2, 0.467881
366.267, 0.473037
366.333, 0.482346
366.4, 0.485992
366.467, 0.492955
366.533, 0.498489
366.6, 0.50648
366.667, 0.518286
366.733, 0.527763
366.8, 0.542239
366.867, 0.555925
366.933, 0.563924
367, 0.567451
367.067, 0.572074
367.133, 0.586404
367.2, 0.589914
367.267, 0.593292
367.333, 0.598205
367.4, 0.600942
367.467, 0.603574
367.533, 0.605293
367.6, 0.605944
367.667, 0.606692
367.733, 0.606341
367.8, 0.605984
367.867, 0.605868
367.933, 0.605876
368, 0.60709
368.067, 0.608508
368.133, 0.609157
368.2, 0.609308
368.267, 0.608892
368.333, 0.609354
368.4, 0.609819
368.467, 0.609922
368.533, 0.612013
368.6, 0.614478
368.667, 0.617282
368.733, 0.621525
368.8, 0.624551
368.867, 0.626789
368.933, 0.627797
369, 0.629607
369.067, 0.629959
369.133, 0.630445
369.2, 0.630521
369.267, 0.629515
369.333, 0.630899
369.4, 0.631485
369.467, 0.631548
369.533, 0.630969
369.6, 0.63115
369.667, 0.636166
369.733, 0.636158
369.8, 0.635909
369.867, 0.635955
369.933, 0.63606
370, 0.63602
370.067, 0.636395
370.133, 0.637106
370.2, 0.63699
370.267, 0.637038
370.333, 0.637714
370.4, 0.637271
370.467, 0.637595
370.533, 0.638395
370.6, 0.638163
370.667, 0.638403
370.733, 0.63779
370.8, 0.637687
370.867, 0.637171
370.933, 0.636525
371, 0.635917
371.067, 0.636403
371.133, 0.635558
371.2, 0.636058
371.267, 0.635301
371.333, 0.633599
371.4, 0.633966
371.467, 0.633388
371.533, 0.633374
371.6, 0.633058
371.667, 0.633731
371.733, 0.634058
371.8, 0.63405
371.867, 0.634542
371.933, 0.635225
372, 0.634774
372.067, 0.635109
372.133, 0.631542
372.2, 0.631285
372.267, 0.630126
372.333, 0.629283
372.4, 0.629072
372.467, 0.627908
372.533, 0.626605
372.6, 0.625984
372.667, 0.629402
372.733, 0.630429
372.8, 0.630204
372.867, 0.632401
372.933, 0.632542
373, 0.644326
373.067, 0.645026
373.133, 0.642432
373.2, 0.641838
373.267, 0.642902
373.333, 0.642751
373.4, 0.643648
373.467, 0.645145
373.533, 0.645518
373.6, 0.644597
373.667, 0.644334
373.733, 0.644075
373.8, 0.643643
373.867, 0.644648
373.933, 0.644216
374, 0.644375
374.067, 0.644734
374.133, 0.645988
374.2, 0.645942
374.267, 0.645161
374.333, 0.644229
374.4, 0.646329
374.467, 0.648839
374.533, 0.649993
374.6, 0.649361
374.667, 0.650631
374.733, 0.650417
374.8, 0.651255
374.867, 0.652122
374.933, 0.652417
375, 0.651582
375.067, 0.651793
375.133, 0.652057
375.2, 0.651171
375.267, 0.650288
375.333, 0.648026
375.4, 0.647955
375.467, 0.647569
375.533, 0.646515
375.6, 0.646599
375.667, 0.647612
375.733, 0.648672
375.8, 0.64999
375.867, 0.654606
375.933, 0.655838
376, 0.656681
376.067, 0.658959
376.133, 0.661686
376.2, 0.665817
376.267, 0.664426
376.333, 0.667984
376.4, 0.667576
376.467, 0.667657
376.533, 0.668025
376.6, 0.668401
376.667, 0.668528
376.733, 0.668603
376.8, 0.665788
376.867, 0.662418
376.933, 0.660072
377, 0.65881
377.067, 0.656978
377.133, 0.655797
377.2, 0.655433
377.267, 0.655003
377.333, 0.654916
377.4, 0.654689
377.467, 0.6549
377.533, 0.655154
377.6, 0.654903
377.667, 0.654881
377.733, 0.654825
377.8, 0.654406
377.867, 0.654403
377.933, 0.654168
378, 0.651485
378.067, 0.652244
378.133, 0.652782
378.2, 0.652922
378.267, 0.653063
378.333, 0.653133
378.4, 0.653311
378.467, 0.653284
378.533, 0.653682
378.6, 0.653527
378.667, 0.654195
378.733, 0.653979
378.8, 0.654054
378.867, 0.65373
378.933, 0.653155
379, 0.652641
379.067, 0.652533
379.133, 0.652444
379.2, 0.652347
379.267, 0.652255
379.333, 0.652793
379.4, 0.653098
379.467, 0.65313
379.533, 0.652765
379.6, 0.653217
379.667, 0.652974
379.733, 0.653527
379.8, 0.653541
379.867, 0.653736
379.933, 0.654079
380, 0.653673
380.067, 0.651766
380.133, 0.652257
380.2, 0.652487
380.267, 0.651379
380.333, 0.650587
380.4, 0.650317
380.467, 0.650382
380.533, 0.65115
380.6, 0.651168
380.667, 0.649912
380.733, 0.648853
380.8, 0.64882
380.867, 0.649142
380.933, 0.649401
381, 0.650133
381.067, 0.651214
381.133, 0.651436
381.2, 0.651547
381.267, 0.651455
381.333, 0.652457
381.4, 0.652482
381.467, 0.651966
381.533, 0.652252
381.6, 0.652384
381.667, 0.652406
381.733, 0.652741
381.8, 0.652563
381.867, 0.65272
381.933, 0.652398
382, 0.652447
382.067, 0.652374
382.133, 0.652206
382.2, 0.651844
382.267, 0.651844
382.333, 0.651614
382.4, 0.651644
382.467, 0.651617
