0.133333, 0.389598, 1, 2
0.2, 0.387916, 0.0568832, 3
0.266667, 0.38644, 0.0817028, 4
0.333333, 0.385776, 0.0718904, 5
0.4, 0.386003, 0.0655704, 6
0.466667, 0.388318, 0.0770065, 7
0.533333, 0.390802, 0.075237, 8
0.6, 0.392014, 0.0580814, 9
0.666667, 0.393944, 0.0711237, 10
0.733333, 0.397273, 0.0759308, 11
0.8, 0.398597, 0.0892501, 12
0.866667, 0.401372, 0.093206, 13
0.933333, 0.402891, 0.102849, 14
1, 0.403943, 0.0852301, 15
1.06667, 0.406036, 0.0901975, 16
1.13333, 0.406666, 0.117393, 17
1.2, 0.4078, 0.116364, 18
1.26667, 0.40666, 0.104147, 19
1.33333, 0.400561, 0.313635, 20
1.4, 0.400389, 0.30056, 21
1.46667, 0.398649, 0.302234, 22
1.53333, 0.397638, 0.292433, 23
1.6, 0.397334, 0.135639, 24
1.66667, 0.397323, 0.133487, 25
1.73333, 0.399308, 0.132817, 26
1.8, 0.401095, 0.136665, 27
1.86667, 0.402276, 0.135764, 28
1.93333, 0.404797, 0.136239, 29
2, 0.406307, 0.134566, 30
2.06667, 0.408954, 0.133811, 31
2.13333, 0.411721, 0.144635, 32
2.2, 0.412196, 0.13821, 33
2.26667, 0.414117, 0.146387, 34
2.33333, 0.415921, 0.146367, 35
2.4, 0.416662, 0.149573, 36
2.46667, 0.417399, 0.152083, 37
2.53333, 0.418181, 0.155351, 38
2.6, 0.419641, 0.150821, 39
2.66667, 0.419475, 0.149328, 40
2.73333, 0.420154, 0.146034, 41
2.8, 0.420393, 0.146737, 42
2.86667, 0.420291, 0.147839, 43
2.93333, 0.420449, 0.146381, 44
3, 0.414166, 0.247709, 45
3.06667, 0.414825, 0.238608, 46
3.13333, 0.415968, 0.234658, 47
3.2, 0.416394, 0.227889, 48
3.26667, 0.416837, 0.225052, 49
3.33333, 0.418125, 0.222032, 50
3.4, 0.418446, 0.215485, 51
3.46667, 0.41909, 0.214584, 52
3.53333, 0.422527, 0.214062, 53
3.6, 0.424206, 0.212628, 54
3.66667, 0.427725, 0.165047, 55
3.73333, 0.432465, 0.169414, 56
3.8, 0.434951, 0.17095, 57
3.86667, 0.440257, 0.174515, 58
3.93333, 0.444423, 0.177538, 59
4, 0.446592, 0.179535, 60
4.06667, 0.451244, 0.188132, 61
4.13333, 0.454565, 0.193647, 62
4.2, 0.456267, 0.193574, 63
4.26667, 0.45692, 0.197105, 64
4.33333, 0.456628, 0.197571, 65
4.4, 0.4562, 0.195119, 66
4.46667, 0.455789, 0.196108, 67
4.53333, 0.454363, 0.195309, 68
4.6, 0.45325, 0.191805, 69
4.66667, 0.444324, 0.266928, 70
4.73333, 0.442245, 0.256577, 71
4.8, 0.441901, 0.252064, 72
4.86667, 0.439642, 0.240132, 73
4.93333, 0.437972, 0.236106, 74
5, 0.436357, 0.22992, 75
5.06667, 0.434371, 0.222633, 76
5.13333, 0.43131, 0.218327, 77
5.2, 0.430762, 0.21524, 78
5.26667, 0.428145, 0.208092, 79
5.33333, 0.427856, 0.204932, 80
5.4, 0.427579, 0.202941, 81
5.46667, 0.426961, 0.200034, 82
5.53333, 0.428541, 0.202203, 83
5.6, 0.430232, 0.200542, 84
5.66667, 0.436237, 0.205483, 85
5.73333, 0.444851, 0.196475, 86
5.8, 0.44867, 0.19635, 87
5.86667, 0.456937, 0.205398, 88
5.93333, 0.465875, 0.213692, 89
6, 0.469528, 0.213762, 90
6.06667, 0.477685, 0.223522, 91
6.13333, 0.484535, 0.232022, 92
6.2, 0.488756, 0.231865, 93
6.26667, 0.495435, 0.23929, 94
6.33333, 0.491978, 0.394134, 95
6.4, 0.494931, 0.389195, 96
6.46667, 0.499073, 0.391128, 97
6.53333, 0.502032, 0.395387, 98
6.6, 0.505107, 0.389496, 99
6.66667, 0.507314, 0.391734, 100
6.73333, 0.508302, 0.393142, 101
6.8, 0.509264, 0.38714, 102
6.86667, 0.508801, 0.38905, 103
6.93333, 0.506789, 0.388866, 104
7, 0.506719, 0.384009, 105
7.06667, 0.504032, 0.378925, 106
7.13333, 0.500659, 0.375841, 107
7.2, 0.49907, 0.36737, 108
7.26667, 0.495645, 0.366804, 109
7.33333, 0.491838, 0.366495, 110
7.4, 0.491768, 0.362519, 111
7.46667, 0.489532, 0.359166, 112
7.53333, 0.489453, 0.358126, 113
7.6, 0.48973, 0.352945, 114
7.66667, 0.49017, 0.348529, 115
7.73333, 0.491908, 0.341547, 116
7.8, 0.492132, 0.309329, 117
7.86667, 0.493176, 0.300295, 118
7.93333, 0.495079, 0.289413, 119
8, 0.489377, 0.34069, 120
8.06667, 0.49189, 0.333898, 121
8.13333, 0.495056, 0.328158, 122
8.2, 0.495942, 0.322855, 123
8.26667, 0.497417, 0.315372, 124
8.33333, 0.498542, 0.309198, 125
8.4, 0.499939, 0.305746, 126
8.46667, 0.501495, 0.29942, 127
8.53333, 0.503877, 0.293138, 128
8.6, 0.50495, 0.28704, 129
8.66667, 0.505673, 0.277895, 130
8.73333, 0.508675, 0.266115, 131
8.8, 0.509279, 0.259891, 132
8.86667, 0.508897, 0.251093, 133
8.93333, 0.508445, 0.248435, 134
9, 0.508232, 0.24519, 135
9.06667, 0.508594, 0.244552, 136
9.13333, 0.508282, 0.242045, 137
9.2, 0.508693, 0.239887, 138
9.26667, 0.507588, 0.239989, 139
9.33333, 0.506577, 0.237313, 140
9.4, 0.506524, 0.235515, 141
9.46667, 0.505402, 0.233311, 142
9.53333, 0.504151, 0.232043, 143
9.6, 0.502921, 0.228469, 144
9.66667, 0.491601, 0.274656, 145
9.73333, 0.491447, 0.266759, 146
9.8, 0.492945, 0.261876, 147
9.86667, 0.491517, 0.254903, 148
9.93333, 0.490293, 0.251802, 149
10, 0.489931, 0.246362, 150
10.0667, 0.490054, 0.238418, 151
10.1333, 0.488934, 0.236503, 152
10.2, 0.488622, 0.233999, 153
10.2667, 0.487468, 0.231996, 154
10.3333, 0.486646, 0.228944, 155
10.4, 0.485978, 0.22693, 156
10.4667, 0.484783, 0.221609, 157
10.5333, 0.483722, 0.218336, 158
10.6, 0.483725, 0.216837, 159
10.6667, 0.482897, 0.212966, 160
10.7333, 0.482588, 0.210307, 161
10.8, 0.481707, 0.208165, 162
10.8667, 0.48055, 0.204978, 163
10.9333, 0.479597, 0.203002, 164
11, 0.479915, 0.200897, 165
11.0667, 0.47869, 0.197052, 166
11.1333, 0.478486, 0.193665, 167
11.2, 0.478104, 0.190476, 168
11.2667, 0.478096, 0.188875, 169
11.3333, 0.471426, 0.226798, 170
11.4, 0.472484, 0.217557, 171
11.4667, 0.47279, 0.213115, 172
11.5333, 0.472854, 0.208873, 173
11.6, 0.47363, 0.203326, 174
11.6667, 0.473857, 0.197979, 175
11.7333, 0.473775, 0.193402, 176
11.8, 0.473723, 0.189648, 177
11.8667, 0.474006, 0.188998, 178
11.9333, 0.474044, 0.187301, 179
12, 0.474332, 0.184922, 180
12.0667, 0.474195, 0.181716, 181
12.1333, 0.474469, 0.180311, 182
12.2, 0.474915, 0.178209, 183
12.2667, 0.474883, 0.176116, 184
12.3333, 0.474533, 0.173988, 185
12.4, 0.474484, 0.171822, 186
12.4667, 0.473711, 0.168618, 187
12.5333, 0.473306, 0.167192, 188
12.6, 0.473405, 0.166449, 189
12.6667, 0.473332, 0.164677, 190
12.7333, 0.473478, 0.162508, 191
12.8, 0.473364, 0.159977, 192
12.8667, 0.473341, 0.156978, 193
12.9333, 0.473207, 0.154841, 194
13, 0.468024, 0.189735, 195
13.0667, 0.469009, 0.183048, 196
13.1333, 0.470236, 0.180171, 197
13.2, 0.471172, 0.175731, 198
13.2667, 0.470881, 0.17248, 199
13.3333, 0.471382, 0.169443, 200
13.4, 0.471688, 0.165991, 201
13.4667, 0.472388, 0.164391, 202
13.5333, 0.472968, 0.161945, 203
13.6, 0.473251, 0.160356, 204
13.6667, 0.473417, 0.160082, 205
13.7333, 0.473743, 0.155567, 206
